date,Wind_speed,Power,Nacelle_ambient_temperature,Generator_bearing_temperature,Gear_oil_temperature,Ambient_temperature,Rotor_Speed,Nacelle_temperature,Bearing_temperature,Generator_speed,Yaw_angle,Wind_direction,Wheel_hub_temperature,Gear_box_inlet_temperature,Failure_status
2/8/2021,19.61452271,3.5,9.511678111,77.8405661,56.02765895,26.62054845,249.1822329,46.50513898,70,1027.100089,23.83426282,0.415181151,4.406680948,18.7814768,No_failure
2/2/2021,16.64731708,2,40,85.70190791,57.24923758,37.68875148,136.9051362,51.56183731,100,1562.018496,3.462209551,25.82510337,-1.384398492,10,No_failure
11/8/2021,18.3858396,2.537412226,4.622314549,87.82689903,65.75848304,-14.89077475,137.3057625,43.85301203,100,1439.367518,13.92573441,75.1523955,44.62560667,17.55814168,No_failure
9/20/2021,15.39863704,2.636639934,27.59430218,79.12769218,64.62389412,12.41683465,300,44.02111916,70,1490.769261,6.092109014,76.91650885,7.643830025,12.95398913,No_failure
1/30/2021,12.26943856,2.335456184,20.13724037,92.809589,76.07955462,6.110649688,185.8674676,46.80678845,70,1225.895368,3.204491972,8.502017089,76.23760108,15.86030115,No_failure
5/21/2021,20.3162044,3.032386938,2.338858764,74.28119247,86.2654931,16.3481766,278.4346151,60,70,1586.57351,45.00813222,12.21036626,56.6820326,13.82841123,No_failure
12/5/2021,22.43543124,2.988127138,40,78.97860076,83.35800034,3.703571964,96.80873531,56.71220042,70,1642.61385,9.025853096,27.87062527,19.938444,17.08966829,No_failure
10/4/2021,25,3.167114027,13.17617378,77.77372837,73.06700488,12.96359539,143.0001941,35.67003766,100,1261.315329,9.948198394,54.26670332,20.41942496,16.40296019,No_failure
2/7/2021,18.06623291,2.388229919,40,94.95275516,75.18382019,15.04738246,196.7843662,42.56778421,70,1036.050411,32.79644421,19.26658247,42.10759789,20,No_failure
6/20/2021,13.16035554,2.677555044,4.700889302,86.0838026,63.77327939,7.139618402,132.1153658,30.25481725,100,1372.947817,8.806043145,72.67820343,12.52773042,16.38639344,No_failure
7/7/2021,7.031628988,2.410238158,40,76.74321928,58.06236241,0.510544655,68.49139651,44.86170051,87.86418758,1622.662426,10.954978,1.318106742,43.63423622,10,No_failure
7/27/2021,0.790451136,11.91679263,198.6349471,122.8525241,100.5094135,77.57371158,366.7496638,99.95178867,117.792719,2493.835783,137.2177059,-63.40337099,96.94650409,92.86330568,Failure
4/16/2021,15.79623059,2.720025381,38.92494626,91.8455623,67.85915124,-1.454667743,169.466903,59.20769414,100,1516.590156,6.794936302,65.77540557,25.02861505,10.64562297,No_failure
8/7/2021,15.57634303,2,15.80379116,86.62598455,65.62095643,-12.96606692,168.7989213,47.23707647,100,1555.967163,40.88544472,80.32747377,80,12.03346329,No_failure
4/9/2021,21.70614233,2.540326362,0.022838738,80.29801471,77.29988021,7.379933342,55.12019119,60,100,1258.387222,9.527210382,47.12731794,-17.00747929,16.11460279,No_failure
4/27/2021,40.75110096,0.767657287,-36.27713225,30.41029147,128.1266467,2.023599668,0.399093431,10.30950276,12.67247118,634.0485168,145.9075793,355.0995376,-58.19856514,22.00382381,Failure
1/6/2021,41.18699095,0.059879495,-33.49007748,59.84196048,103.8564437,-12.62988863,15.02106067,18.37233813,54.1662259,411.7317653,73.74948357,211.887929,-67.15568751,26.17082749,Failure
5/6/2021,16.5687719,2.466484055,22.85658273,73.39912707,50,11.46458152,169.4877722,49.96258755,100,1195.208366,0.446968474,44.70158047,41.68926392,15.18713283,No_failure
3/1/2021,9.911072832,2.562547849,15.93704353,96.6915133,50,0.60104072,148.5920965,44.32518353,100,1340.649848,3.273831849,30.40875143,-40,13.63012297,No_failure
10/25/2021,0.581791844,11.95009141,-5.753584783,136.8118254,109.5162379,63.09699114,395.2171656,95.29145154,125.1025033,2020.910332,154.8447744,-35.42026195,106.3702477,70.5542295,Failure
12/4/2021,1.187028418,8.107717749,16.72668759,125.7827516,110.1358595,80.65691657,408.4073041,84.38312724,124.869036,2081.678502,141.1527963,311.5266061,106.8359887,94.12614708,Failure
4/20/2021,15.94774312,2.889073139,6.308226243,80.2210577,67.72924201,5.894535712,245.1040795,33.19246931,70,1433.079893,33.11412764,16.47026212,36.40247611,12.09658831,No_failure
4/2/2021,41.0916952,0.372421073,-51.01030482,68.66616164,129.7174621,-19.96898554,39.77464786,-0.249874567,55.9946314,394.0001986,114.0068205,284.3403584,-66.58028871,26.7007093,Failure
3/3/2021,24.39597787,2.417184184,32.4136831,87.91749963,66.23829391,10.46534867,201.765614,40.36386687,70,1356.04628,14.13642608,4.955548153,-0.081500885,15.05588189,No_failure
5/25/2021,17.0799148,2.95618804,32.44277959,79.15193347,55.17196561,17.27256028,81.34709199,57.67058514,70,1110.730969,13.79861369,5.054432857,27.92041632,19.60613343,No_failure
3/14/2021,8.143010002,2.561704536,40,96.08556428,80.8630356,-20,50,36.3136456,100,1203.237732,3.318043367,19.99097806,6.840022103,13.67113507,No_failure
10/15/2021,18.53448501,2.750344228,14.73169356,95.9973505,66.46330263,-10.02660446,234.2780653,46.3276182,100,1800,4.384502709,18.6176333,61.25119004,19.1085679,No_failure
3/15/2021,7.0018621,2.928026611,0.047454621,80.09275871,90,21.9566892,146.1527882,42.18614302,72.88663691,1535.412945,17.33221449,2.61011059,-19.6578085,17.29145036,No_failure
2/24/2021,44.78403452,0.192981195,-37.90730503,56.28327531,128.635772,1.629810894,4.594634597,14.79602213,45.53885525,515.5685398,151.0607661,209.9858602,-66.56939616,29.28673714,Failure
9/23/2021,17.92944032,3.065230947,5.1317059,93.52515404,80.3900904,-8.040258313,220.4587344,48.49902303,70,1306.618268,5.987290212,19.22277288,-2.434536047,20,No_failure
11/30/2021,1.505589881,7.285754988,-135.7922698,141.8830439,124.8992087,67.7836444,416.9399145,77.74971747,121.5860641,2108.550267,80.58864725,179.5140197,108.2482917,106.3076354,Failure
12/9/2021,22.87166098,3.293632759,7.410567487,82.69463439,62.83339142,7.414329632,300,44.89095175,70,1377.649974,6.718626222,10.75565969,16.38874531,16.65930708,No_failure
9/28/2021,13.18587769,3.078275687,8.271741577,82.98609725,54.65412799,34.7451562,205.2992614,49.09408601,100,1235.773855,49.82327168,41.59898918,60.74317997,19.14905214,No_failure
12/26/2021,30.28167504,5.381642801,16.91486815,93.96696426,77.76423722,40,137.3931487,60,84.33195268,3495.277053,13.47400229,51.65708364,35.41614831,12.29980318,No_failure
5/21/2021,20.18537413,3.027155396,2.593003199,73.76167172,73.88209925,-13.8452305,230.0106492,51.80984634,70,1222.338139,,56.96169537,-38.20752618,17.29167935,No_failure
1/17/2021,3,3.115458545,38.16353753,93.51383682,56.94565894,1.349985813,133.3784521,58.4851663,70,1430.867849,10.68574974,9.068687227,80,13.48310124,No_failure
4/17/2021,16.80708157,2.203838038,30.60025848,77.10813974,75.61089325,14.94782451,130.3480259,47.88580266,100,1640.992284,3.795302828,5.474375895,43.52871953,12.55856417,No_failure
7/11/2021,0.729757742,7.279648601,14.590268,142.661784,111.9251082,63.03660468,445.8346979,72.8219337,122.61596,2111.149527,163.590578,9.634986156,109.6005235,79.16336225,Failure
3/17/2021,16.70112403,3.092378201,1.463184384,90.43299061,80.45583599,5.725512719,225.4972799,33.31864239,70,1086.80455,18.91971474,1.729477825,56.5178658,16.06732938,No_failure
12/13/2021,,2.672829107,27.06392701,90.87454469,72.4964848,14.31938529,95.89732272,50.07312916,70,1570.834059,3.328887845,28.2657056,66.52601448,16.64308357,No_failure
8/1/2021,25,2.605431785,34.52643677,80.24611419,73.15431856,16.13651195,286.3666867,46.33828591,84.06407535,1237.861078,1.407235141,46.13379491,25.16250691,16.2813494,No_failure
8/3/2021,20.03272116,3.274690729,38.03652493,78.12851784,55.90164065,-16.16826572,137.8923244,46.53452097,79.00007351,1533.346147,2.778785402,39.28068235,10.92079493,16.82290215,No_failure
12/25/2021,16.75969084,2.507035234,40,71.37218213,62.99552288,-10.75354834,209.8017022,45.76771425,100,1109.49994,4.200139064,118.8518313,48.27033619,13.5812429,No_failure
9/1/2021,3.293117501,2.555684672,1.110291291,70.6112377,79.67699846,6.814413147,170.3611366,46.39796386,100,1504.25395,11.60972785,185.4487234,59.85566275,12.08114072,No_failure
10/25/2021,25,2.683910078,25.66394101,74.56036567,90,17.61374352,231.4315748,54.61624887,70,1491.35622,6.144516066,31.47404902,41.66682278,10,No_failure
7/5/2021,0.436752154,5.654618692,23.58882313,125.2694863,115.3267306,83.83008209,428.5125421,98.06418447,129.3444091,2339.590152,98.27416894,-111.7683453,100.3954103,106.5051299,Failure
1/5/2021,3,2.602814705,40,91.84048958,58.63772172,18.47275347,203.6273333,48.83684733,70,1394.45025,1.029495398,5.735350982,12.28153672,15.34868974,No_failure
3/8/2021,19.73779713,2.277226707,32.67469278,78.76938118,90,7.337793035,245.9489066,58.33448995,100,1456.341571,,8.910829224,-2.102158728,15.37070315,No_failure
12/23/2021,29.30902918,2.754540332,33.81007201,93.0338112,83.38074082,12.69195506,100.9640252,30,70,1695.065765,8.279843297,8.250680036,4.315027012,15.15167746,No_failure
9/6/2021,8.317438634,2.781944768,2.741519132,72.34282331,75.73530132,13.80187275,298.0551871,47.76698454,70,1800,0.029432035,21.52036149,40.72347034,13.65335655,No_failure
3/5/2021,24.60538797,2,40,82.41139465,83.14621352,12.70699025,117.1389681,42.085893,87.42173137,1726.146494,6.532090517,86.98449707,-5.51978012,12.8371999,No_failure
12/2/2021,0.560483782,8.486046586,28.28679919,135.420068,119.1784137,65.28336866,432.6491608,95.57412222,120.8768545,2263.386514,171.5289924,-50.64113593,113.1103013,117.9411736,Failure
1/20/2021,5.776437678,2.436427488,7.010913375,83.43939102,75.49530248,37.51943106,202.2322982,47.13885828,70,1615.901096,8.631837414,159.575333,80,12.72407693,No_failure
6/28/2021,15.22321248,2.75429521,13.49799635,84.53450559,90,-1.552596975,105.3371687,38.0633677,70,1042.302902,22.566854,35.45624983,36.17621088,11.35063731,No_failure
12/7/2021,0.151287295,11.48019347,-13.22605242,122.9680569,126.7143024,80.81237597,352.8057763,72.88959516,138.3665779,2451.1684,143.9053156,164.1700053,105.5367609,107.6287964,Failure
8/4/2021,0.185508834,11.82853485,-35.92011526,122.5523185,107.9512648,78.8401893,352.7552673,93.40763055,116.3224353,2273.608511,157.3253284,16.72625303,102.5149157,84.8158478,Failure
10/23/2021,9.68369354,2.375923828,7.130292832,70.37369498,51.11384241,40,147.4279285,42.97860908,70,1628.243706,13.89752174,37.54343329,8.838557302,20,No_failure
8/22/2021,14.14534247,3.155482642,3.863207303,96.48957548,67.58697007,25.13457605,227.2181566,38.68803766,70,1364.523402,9.706864929,0.92584495,17.37373756,15.54648851,No_failure
6/29/2021,7.91778409,2.880790514,40,97.13478707,73.44706609,-19.87986811,193.7349712,53.22538076,100,1026.726609,54.55673271,44.72368351,50.822235,17.47422277,No_failure
5/18/2021,13.89002522,3.10486889,2.597690583,80.69040795,70.45863148,-2.970597131,144.0251128,47.53150541,70,1036.915582,21.114233,37.42985368,-19.72652245,,No_failure
9/13/2021,1.680824362,5.676038452,-19.67443474,128.5391862,122.6571499,62.44200843,394.5921737,86.24401661,130.522052,2229.897962,170.0232105,67.10212779,100.1125099,108.6672146,Failure
3/12/2021,11.72311035,2.457779253,19.74318328,77.53236394,66.17609454,-1.206141139,275.8439097,39.48541366,88.24132777,1756.146448,11.06609503,103.5262048,30.83229242,16.20325273,No_failure
9/3/2021,12.63314661,3.489992727,0.050728589,79.97935855,72.69366627,-4.800204889,50,36.59848838,100,1441.504128,5.958093607,56.30016606,58.06204115,13.59853706,No_failure
5/27/2021,3,2.566281544,31.22068766,84.71772995,61.75264326,30.27620677,174.1335246,60,100,1764.822437,17.17367036,107.9589104,80,16.82159075,No_failure
12/21/2021,3,2.800847599,3.445370093,76.91183076,90,20.96648557,177.6184249,34.90337353,70,1246.127958,14.58088488,89.15578765,-1.804685376,12.95904074,No_failure
11/14/2021,9.530848543,2.858299217,40,73.98512578,50,14.66269197,150.7395965,52.36612101,100,1203.200469,2.980190845,57.7823742,31.41716047,15.85541917,No_failure
11/22/2021,17.8487472,2.367016759,11.06115907,83.51330057,75.06243316,-1.795486073,240.5334315,46.35251143,71.33597304,1215.463647,6.37914575,39.81885727,39.701907,10,No_failure
3/11/2021,41.08582119,0.123545028,-33.17317632,14.00228045,108.3853651,-19.54799672,23.69643492,-8.818898345,53.46690476,489.503362,164.4269549,-192.7005404,-63.92754376,23.98783794,Failure
9/28/2021,1.779853944,9.262233789,3.551527822,138.4652586,113.1316773,66.91717115,420.6690726,73.31618623,127.1559814,2215.785687,177.3395145,259.5443968,98.2006344,73.07026326,Failure
7/8/2021,14.88079074,3.21668791,31.39918954,93.42898658,70.68561802,21.22412329,189.1494152,47.53805606,100,1331.973874,44.0828209,12.82715855,31.72904779,16.0658938,No_failure
6/7/2021,13.90094541,2.953168048,0.037864717,71.6585656,77.4883088,6.34517191,165.5753936,54.91670787,70,1448.289042,6.491952217,22.54317697,-10.38885353,14.44903356,No_failure
6/26/2021,6.974400863,2.951703878,26.1969962,82.50453889,70.47051963,40,87.07728119,36.56500116,70,1269.369994,11.91936824,47.64987642,55.61018099,15.61373927,No_failure
1/31/2021,23.16751429,2.37281932,13.73104822,98.88612388,59.90711547,11.45361471,139.8867872,51.75889944,100,1507.40967,9.777053246,12.30550077,64.05576861,16.3135291,No_failure
6/1/2021,21.96841202,2.844488922,30.73793899,85.49051352,79.79399481,-2.210136268,199.6482769,38.56912214,70,1069.05744,17.94737914,6.850903942,24.41366405,15.28424933,No_failure
5/14/2021,15.93208395,3.012622655,5.946541453,72.68790781,89.77484951,-12.08561187,59.36200879,49.20450117,86.77684805,1234.040861,0.919045039,138.8403887,39.40422598,12.27274232,No_failure
6/7/2021,40.32788175,0.658088013,-55.6892046,44.5089525,105.8449153,-5.494226723,35.7252905,-4.331623492,46.48433466,755.6393514,154.607502,69.56758887,-51.60913508,24.85344792,Failure
11/30/2021,15.1043689,2.575256265,22.81935893,90.76843801,50,22.07927421,137.5910533,30,85.82518805,1303.823682,49.40985098,139.724072,18.35043169,16.46921479,No_failure
8/14/2021,18.05381249,2,2.907398099,95.25769486,55.21128482,11.7305544,300,39.18566814,70,1315.977876,3.808852089,5.346698275,4.073318809,12.72098739,No_failure
3/3/2021,7.205323206,2.997780854,0.12348761,81.28725034,73.43092589,-9.051670926,50,54.25931215,70,1314.987332,23.16115303,41.87693611,9.091112854,10.52269872,No_failure
10/3/2021,9.682754369,2.217099597,10.26269652,90.89743246,69.10758696,-20,218.4949087,46.83352068,70,1559.268091,7.671574775,5.145156775,20.42284025,16.08673598,No_failure
6/8/2021,7.252704476,2.063115887,36.43141551,73.86652397,90,29.07702933,244.6061701,50.99224065,70,1346.538245,8.123838281,124.4319138,-40,10.47304227,No_failure
4/8/2021,14.791406,2,3.795659994,80.75674402,52.98952923,-11.97812163,241.426628,34.93996903,70,1227.40164,8.29149361,68.39617942,16.40690826,14.03453705,No_failure
9/7/2021,1.69524592,5.517222818,52.23581885,122.4161425,120.6551587,66.04169857,369.4575073,99.81948198,123.6887465,2392.559274,101.9142092,156.9489607,99.57994674,83.29502515,Failure
4/15/2021,44.21204342,0.938861784,-54.95086511,18.67200503,129.2776076,-18.55223326,38.41335832,-1.640862411,12.79381512,532.7024501,146.2829193,-132.2652114,-72.29997499,25.71212828,Failure
7/24/2021,3.49202324,3.140979031,2.542213267,79.13793952,79.12374747,28.95491533,228.7926748,33.70036802,70,1259.849627,6.116449528,89.95805636,7.592930502,10,No_failure
9/2/2021,1.654375288,5.515499314,72.58636688,121.713801,122.8900325,74.11710604,380.0076969,99.01519443,140.4679607,2389.785382,120.0938108,198.1782273,118.837549,118.9502842,Failure
5/23/2021,10.00566174,,23.02361729,81.54835734,64.47966078,15.33302844,135.5457402,48.14149257,70,1319.25633,18.45023337,1.256469753,-11.11507672,10.44977648,No_failure
